ReferenceNumber,Make,PropulsionTypeId,BodyTypeId,GovRegion,KeeperTitleId,EngineSize,YearRegistered,Mass,CO2,CO,NOX,part,hc,Random number
3782,VAUXHALL,1,14,South West,5,1399,2016,1278,128,0.632,0.01,0.002,0.039,0.635800063
2675,BMW,1,4,London,1,1997,2016,1725,158,0.294,0.021,,0.034,0.270608575
2313,VOLKSWAGEN,2,6,North West,1,1968,2016,1568,125,0.222,0.051,,,0.903858081
2840,VOLKSWAGEN,1,14,North West,5,1197,2016,1139,109,0.199,0.018,,0.035,0.28585163
1514,FORD,1,14,South West,5,998,2016,1171,99,0.355,0.041,0.001,0.067,0.548989641
991,VOLKSWAGEN,1,14,London,1,1390,2002,1183,156,0.165,0.047,,0.075,0.046122678
2777,VAUXHALL,1,13,South West,5,1598,2016,1278,174,0.519,0.026,,0.034,0.954526671
1519,VOLKSWAGEN,1,13,North West,1,1798,2016,1272,139,0.245,0.021,,0.05,0.36964545
2686,BMW,1,4,London,2,1499,2016,1570,136,0.145,0.012,,0.02,0.569340648
2955,VOLKSWAGEN,2,14,North West,5,1598,2016,1321,99,0.167,0.069,,,0.338421013
3708,BMW,2,6,South West,5,1995,2016,1810,118,0.144,0.031,,,0.201685365
3199,VAUXHALL,2,14,North West,5,1598,2016,1613,104,0.056,0.054,,,0.187540698
3099,VAUXHALL,1,14,South West,1,1364,2016,1394,145,0.593,0.011,,0.03,0.839318594
1643,FORD,2,96,South West,5,1997,2016,1828,129,0.239,0.048,,,0.388764324
692,VAUXHALL,1,13,North West,1,1598,2002,1650,168,0.219,0.026,,0.037,0.474773656
3687,FORD,1,96,South West,5,999,2016,1449,117,0.473,0.035,0.003,0.056,0.798546091
91,VOLKSWAGEN,2,2,South West,1,1896,2002,1552,154,0.181,0.313,0.04,,0.0663993
2015,FORD,2,14,South West,2,1499,2016,1399,98,0.354,0.074,,,0.095146649
959,BMW,1,5,London,1,2171,2002,1465,213,0.765,0.015,,0.097,0.661058338
1275,VOLKSWAGEN,1,13,South West,1,1390,2002,1132,154,0.165,0.047,,0.075,0.32505695
1693,VOLKSWAGEN,2,6,North West,5,1598,2016,1544,122,0.14,0.068,,,0.038166312
1731,VOLKSWAGEN,2,6,North West,1,1968,2016,1711,150,0.082,0.045,,,0.33848676
2001,FORD,2,13,London,1,1499,2016,1163,94,0.262,0.047,,,0.256979123
1552,VOLKSWAGEN,1,14,South West,1,1984,2016,1395,139,0.341,0.056,,0.053,0.515065074
3524,VOLKSWAGEN,1,13,South West,2,999,2016,929,105,0.457,0.013,,0.039,0.074886537
2160,BMW,8,5,London,5,1499,2016,1560,49,0.176,0.011,,0.007,0.881268986
1136,FORD,2,14,South West,1,1753,2002,1116,136,0.157,0.454,0.049,0.026,0.063464273
1889,BMW,1,4,South West,1,1997,2016,1475,159,0.282,0.018,,0.03,0.211000548
513,FORD,2,14,London,1,1399,2002,1166,117,0.154,0.423,0.036,,0.504927413
1454,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.508759922
2705,BMW,2,5,London,4,1995,2016,1820,139,0.144,0.035,,,0.852108285
1217,FORD,2,14,North West,1,1753,2002,1288,145,0.347,0.489,0.044,0.042,0.191056425
3463,VAUXHALL,1,13,South West,5,1364,2016,1471,154,0.362,0.015,,0.027,0.718678811
2288,BMW,2,14,South West,5,1995,2016,1450,118,0.18,0.023,,,0.307734063
1411,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.732073315
960,BMW,1,4,North West,1,2171,2002,1355,222,1.02,0.037,,0.127,0.291618334
2826,BMW,2,2,North West,1,1995,2016,1705,119,0.144,0.031,,,0.049367122
150,TOYOTA,1,14,North West,2,1299,2002,1060,160,0.7,0.05,,0.12,0.812180485
1321,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.232593206
2065,VOLKSWAGEN,2,6,North West,1,1968,2016,1711,150,0.082,0.045,,,0.922528819
885,FORD,1,3,London,1,1798,2002,0,180,,,,,0.435035373
845,VOLKSWAGEN,2,6,North West,2,1896,2002,1524,178,0.033,0.45,0.027,,0.630078719
2251,BMW,2,6,South West,5,1995,2016,1505,109,0.222,0.037,,,0.18667583
3590,VAUXHALL,1,14,South West,2,999,2016,1034,104,0.407,0.006,,0.02,0.606003003
2616,VOLKSWAGEN,1,14,London,1,1395,2016,1247,120,0.158,0.034,,0.028,0.806227311
1343,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.041560952
1096,VOLKSWAGEN,1,14,South West,2,2324,2002,1407,211,0.461,0.048,,0.058,0.134162588
1549,BMW,2,5,London,1,2993,2016,1760,150,0.341,0.053,,,0.478804096
1824,VAUXHALL,1,14,London,2,1398,2016,1163,118,0.463,0.01,,0.031,0.301685236
1392,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.870376316
2969,FORD,1,96,North West,5,1596,2016,1364,149,0.3,0.024,,0.056,0.453419065
2117,VOLKSWAGEN,2,96,London,5,1968,2016,1843,136,0.052,0.06,,,0.294458982
2752,VAUXHALL,2,14,South West,5,1598,2016,1335,91,0.268,0.047,,,0.085046474
1657,VAUXHALL,2,6,North West,5,1598,2016,1664,114,0.035,0.026,,,0.642295239
3223,VAUXHALL,1,14,North West,5,1364,2016,1409,149,0.699,0.008,,0.044,0.862135231
329,TOYOTA,1,14,North West,1,1794,2002,1380,176,0.54,0.02,,0.04,0.819644998
802,TOYOTA,1,14,North West,1,998,2002,1050,137,0.43,0.03,,0.12,0.178426403
2220,VAUXHALL,1,13,South West,1,1398,2016,1141,118,0.463,0.01,,0.031,0.043848208
900,BMW,1,2,London,1,2171,2002,1600,237,0.832,0.005,,0.091,0.256764045
2901,VAUXHALL,1,13,South West,5,1598,2016,1278,174,0.519,0.026,,0.034,0.66503628
3095,VAUXHALL,1,14,South West,5,1364,2016,1237,119,0.276,0.013,,0.019,0.478564635
2043,VAUXHALL,2,14,South West,5,1956,2016,1613,114,0.08,0.06,,,0.55176549
1253,VOLKSWAGEN,1,14,South West,2,1198,2002,1120,142,0.474,0.015,,0.032,0.617372382
2614,BMW,2,2,London,2,1995,2016,1705,119,0.144,0.031,,,0.846294466
2297,VOLKSWAGEN,2,14,South West,5,1598,2016,1321,99,0.167,0.069,,,0.519174777
1264,VAUXHALL,2,14,North West,1,1686,2002,1745,130,0.101,0.429,0.031,,0.271206172
323,BMW,1,13,London,1,2494,2002,1480,215,0.494,0.017,,0.079,0.420345259
482,FORD,1,14,North West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.653596915
927,VOLKSWAGEN,1,14,South West,2,1390,2002,1183,156,0.165,0.047,,0.075,0.984286901
2685,TOYOTA,8,14,London,5,1497,2016,1176,75,0.196,0.006,,0.043,0.230691984
1718,FORD,2,14,North West,1,1997,2016,1681,122,0.145,0.059,0.001,,0.819367358
3825,FORD,1,96,North West,1,1596,2016,1431,149,0.342,0.051,,0.056,0.154483881
1184,BMW,1,5,London,1,1995,2002,1385,175,0.852,0.05,,0.102,0.983495153
1821,VAUXHALL,2,14,North West,5,1598,2016,1488,97,0.136,0.07,,,0.599795143
678,TOYOTA,1,96,London,1,1299,2002,1190,165,0.84,0.05,,0.13,0.509268406
3522,VAUXHALL,1,6,South West,5,1399,2016,1263,127,0.507,0.012,,0.021,0.527914639
1457,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.031751847
2524,TOYOTA,8,96,London,5,1798,2016,1605,96,0.1,0.006,,0.013,0.458009595
841,VOLKSWAGEN,2,2,North West,1,1896,2002,1425,146,0.177,0.363,0.024,,0.66598887
210,FORD,1,6,London,1,1999,2002,1467,221,0.12,0.05,,0.07,0.390602854
3815,BMW,2,14,South West,5,1496,2016,1395,89,0.119,0.037,,,0.954496122
799,FORD,2,96,North West,1,1896,2002,1736,173,0.463,0.387,0.035,,0.365037856
1910,FORD,2,14,South West,5,1997,2016,1681,122,0.145,0.059,0.001,,0.006852156
2891,VOLKSWAGEN,2,14,North West,1,1598,2016,1321,99,0.167,0.069,,,0.335956085
422,FORD,1,14,London,2,1388,2002,1097,153,0.562,0.026,,0.08,0.177535428
183,FORD,1,13,London,1,1299,2002,965,154,0.395,0.103,,0.061,0.301168025
118,VOLKSWAGEN,2,6,South West,2,1896,2002,1859,176,0.463,0.387,0.035,,0.427881584
435,FORD,1,14,South West,1,1798,2002,1396,187,0.375,0.091,,0.077,0.982888481
1911,BMW,1,2,London,5,1499,2016,1500,122,0.181,0.017,,0.035,0.742713854
2697,FORD,1,96,London,2,1596,2016,1364,149,0.3,0.024,,0.056,0.095576205
740,BMW,2,2,South West,1,2497,2002,1670,179,0.265,0.445,0.047,,0.03736181
715,TOYOTA,1,13,North West,2,1299,2002,1040,144,0.88,0.04,,0.1,0.90567162
857,TOYOTA,1,5,North West,1,1794,2002,0,185,1.22,,,,0.372940723
2619,TOYOTA,8,14,London,2,1497,2016,1186,82,0.196,0.006,,0.043,0.502388736
565,VOLKSWAGEN,1,14,London,1,1598,2002,1307,168,0.504,0.047,,0.083,0.522732511
893,VOLKSWAGEN,2,14,South West,1,1896,2002,1436,173,0.115,0.432,0.028,,0.609373865
617,VOLKSWAGEN,1,14,London,2,1198,2002,1083,142,0.68,0.042,,0.03,0.265701158
3459,FORD,1,13,South West,2,998,2016,1175,104,0.33,0.031,0.001,0.06,0.671183383
2960,FORD,1,13,North West,2,1242,2016,1088,122,0.518,0.027,,0.051,0.24698986
1195,FORD,1,14,London,1,1798,2002,1396,187,0.375,0.091,,0.077,0.560831685
1356,FORD,2,96,North West,5,1997,2016,1757,139,0.195,0.038,,,0.591184421
441,FORD,2,14,London,2,1399,2002,1166,117,0.154,0.423,0.036,,0.214529228
984,VOLKSWAGEN,2,13,South West,2,1422,2002,1224,122,0.075,0.386,0.025,,0.521635226
1529,FORD,2,14,South West,5,1997,2016,1642,107,0.183,0.046,,,0.744428372
2187,VAUXHALL,2,14,South West,5,1598,2016,1449,106,0.081,0.042,0.003,,0.859001344
1425,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.090862535
3381,VAUXHALL,2,14,North West,5,1598,2016,1613,109,0.035,0.026,,,0.722947171
2217,VAUXHALL,1,14,South West,5,1364,2016,1409,149,0.699,0.008,,0.044,0.929353928
2019,FORD,2,96,London,5,1499,2016,1700,124,0.37,0.076,,,0.703404229
1292,FORD,1,14,London,1,1596,2002,1167,165,0.518,0.059,,0.115,0.337404594
3712,VAUXHALL,1,14,South West,5,1364,2016,1409,149,0.699,0.008,,0.044,0.912054852
1210,FORD,1,6,South West,5,1988,2002,1266,207,0.679,0.145,,0.055,0.096099148
965,BMW,1,5,London,1,2979,2002,1505,218,0.269,0.009,,0.048,0.614519438
461,FORD,1,14,London,4,1596,2002,1189,192,0.518,0.059,,0.115,0.766949115
133,VAUXHALL,1,14,South West,2,1598,2002,1660,171,0.695,0.019,,0.054,0.733208088
968,VOLKSWAGEN,2,6,North West,1,1896,2002,1471,146,0.081,0.376,0.029,,0.174139202
2565,BMW,2,14,South West,5,1995,2016,1450,109,0.269,0.044,,,0.833402016
3576,VAUXHALL,2,96,North West,1,1598,2016,1701,119,0.295,0.053,,,0.635856596
92,FORD,2,14,South West,1,1753,2002,1288,145,0.347,0.489,0.044,0.042,0.840346544
1149,TOYOTA,1,14,South West,2,1299,2002,0,144,0.088,,,,0.304857127
2290,VOLKSWAGEN,2,6,North West,2,1968,2016,1727,150,0.071,0.068,,,0.891349942
171,VAUXHALL,1,14,South West,2,1389,2002,1660,173,0.247,0.023,,0.094,0.912089362
748,VOLKSWAGEN,1,14,London,1,1200,2002,1120,142,0.474,0.015,,0.032,0.475635205
2346,BMW,2,2,South West,5,1995,2016,1495,108,0.157,0.034,,,0.230386977
929,FORD,1,14,London,1,1798,2002,1396,187,0.375,0.091,,0.077,0.706618933
3031,FORD,2,6,South West,5,1499,2016,1425,98,0.354,0.074,,,0.333602934
2561,VOLKSWAGEN,1,13,London,2,1197,2016,1139,109,0.199,0.018,,0.035,0.452067758
223,VAUXHALL,1,14,South West,2,1199,2002,1445,154,0.211,0.031,,0.052,0.133077682
625,VAUXHALL,1,96,London,1,1796,2002,1980,207,0.627,0.008,,0.035,0.109191882
672,FORD,1,14,North West,1,1596,2002,1189,192,0.518,0.059,,0.115,0.538798752
3786,VOLKSWAGEN,1,14,North West,2,1798,2016,1272,139,0.245,0.021,,0.05,0.873953005
3470,VAUXHALL,2,6,South West,5,1598,2016,1664,104,0.056,0.054,,,0.102998864
2172,VAUXHALL,1,13,South West,2,1398,2016,1141,118,0.463,0.01,,0.031,0.762852943
3326,BMW,2,2,South West,5,1995,2016,1495,109,0.312,0.042,,,0.65199493
437,BMW,2,2,South West,1,1995,2002,1490,148,0.101,0.377,0.037,,0.151848949
2102,VAUXHALL,2,96,South West,5,1598,2016,1923,145,0.316,0.041,,,0.007658497
919,BMW,1,5,London,1,2494,2002,1520,229,0.255,0.013,,0.086,0.279440999
1584,VAUXHALL,2,14,South West,5,1248,2016,1225,85,0.141,0.063,,,0.204898206
2375,FORD,2,96,London,2,1997,2016,1806,129,0.305,0.054,,,0.176670689
1914,VOLKSWAGEN,2,96,London,1,1598,2016,1604,111,0.147,0.045,,,0.279251569
980,TOYOTA,1,13,North West,1,998,2002,1040,137,0.43,0.03,,0.12,0.43899393
784,VOLKSWAGEN,1,14,North West,1,1198,2002,1132,142,0.68,0.042,,0.03,0.209367797
1620,BMW,2,5,South West,5,1995,2016,1615,114,0.128,0.023,,,0.323830714
77,FORD,1,14,London,1,1596,2002,1189,192,0.518,0.059,,0.115,0.758579759
542,BMW,1,2,London,1,1995,2002,1395,175,0.852,0.05,,0.102,0.520352598
2318,FORD,1,14,North West,5,999,2016,1382,125,0.451,0.036,0.001,0.072,0.306490234
110,VAUXHALL,1,96,North West,2,1796,2002,2000,219,0.486,0.013,,0.037,0.61443976
967,FORD,1,13,North West,2,1299,2002,965,154,0.395,0.103,,0.061,0.803263993
331,VAUXHALL,1,14,London,1,1796,2002,1700,190,0.627,0.008,,0.035,0.114047419
2973,VOLKSWAGEN,1,96,North West,5,1395,2016,1362,125,0.158,0.034,,0.028,0.559409739
2412,BMW,1,2,London,1,2998,2016,1845,164,0.098,0.035,,0.042,0.618463638
570,TOYOTA,1,14,London,2,1598,2002,1330,190,0.45,0.02,,0.05,0.02297454
771,FORD,1,14,North West,1,1388,2002,1097,158,0.562,0.026,,0.08,0.080576025
2728,FORD,2,96,North West,5,1499,2016,1461,105,0.419,0.043,,,0.87061419
1314,VAUXHALL,2,14,South West,5,1598,2016,1350,95,0.243,0.029,,,0.759612333
3507,BMW,2,6,South West,4,1995,2016,1820,136,0.144,0.035,,,0.051965487
3749,BMW,2,14,North West,2,1496,2016,1395,103,0.172,0.028,,,0.344438111
140,FORD,2,14,London,1,1399,2002,1145,114,0.154,0.423,0.036,,0.27182455
3763,BMW,2,6,South West,5,1995,2016,1810,123,0.144,0.031,,,0.777152567
475,VAUXHALL,2,96,North West,1,1995,2002,2075,175,0.434,0.428,0.034,,0.423938651
875,VOLKSWAGEN,2,6,North West,1,1896,2002,1595,159,0.181,0.313,0.04,,0.855304095
1974,FORD,1,14,London,2,998,2016,1168,114,0.206,0.034,,0.05,0.712089061
2478,BMW,1,14,South West,5,1499,2016,1380,126,0.164,0.016,,0.041,0.00344954
2011,BMW,2,2,London,1,1995,2016,1705,119,0.144,0.031,,,0.642577887
789,VOLKSWAGEN,1,14,South West,1,1198,2002,1120,142,0.68,0.042,,0.03,0.584087095
1680,VOLKSWAGEN,1,14,South West,5,1984,2016,1505,159,0.609,0.047,,0.06,0.798946496
2649,BMW,2,5,London,1,2993,2016,2140,159,0.186,0.057,,,0.576313728
3256,FORD,2,14,North West,5,1997,2016,1681,122,0.145,0.059,0.001,,0.883674445
2105,FORD,1,14,North West,1,1999,2016,1497,159,0.729,0.021,0.001,0.059,0.14532766
1305,VAUXHALL,1,13,South West,5,1398,2016,1141,120,0.463,0.01,,0.031,0.609018992
1437,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.942394884
367,BMW,2,2,South West,1,2926,2002,1700,189,0.075,0.436,0.036,,0.493760436
2629,FORD,2,14,South West,5,1997,2016,1681,122,0.145,0.059,0.001,,0.061664985
3573,TOYOTA,8,6,South West,1,2494,2016,1810,118,0.267,0.009,,0.049,0.069882399
3756,BMW,2,5,London,1,2993,2016,1690,142,0.25,0.058,,,0.190185309
187,VAUXHALL,1,13,London,2,1199,2002,1430,149,0.253,0.029,,0.054,0.300234252
590,VOLKSWAGEN,1,14,London,4,1598,2002,1304,168,0.259,0.043,,0.056,0.250775925
1309,VOLKSWAGEN,2,6,South West,5,1968,2016,1503,107,0.137,0.067,,,0.871124468
1639,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.403290677
1016,BMW,2,2,North West,1,2497,2002,1680,216,0.173,0.433,0.046,,0.114666026
3589,BMW,2,14,North West,1,1496,2016,1395,106,0.172,0.028,,,0.202904422
2658,FORD,1,13,London,2,1242,2016,989,115,0.362,0.024,,0.043,0.323978093
1416,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.384383368
3525,TOYOTA,8,14,South West,2,1497,2016,1186,75,0.196,0.006,,0.043,0.906375355
3034,BMW,1,5,North West,2,1499,2016,1415,125,0.164,0.016,,0.041,0.560033595
2161,VAUXHALL,1,13,North West,1,1364,2016,1199,119,0.276,0.013,,0.019,0.004473016
2985,FORD,1,14,North West,2,1498,2016,1380,127,0.471,0.018,0.001,0.057,0.206423888
1476,FORD,1,14,South West,2,998,2016,1168,114,0.206,0.034,,0.05,0.918858701
1244,BMW,2,6,North West,1,2926,2002,1820,226,0.152,0.382,0.036,,0.653372121
66,FORD,1,14,London,1,1596,2002,1167,165,0.518,0.059,,0.115,0.43141169
1468,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.763346637
1509,FORD,2,14,North West,1,1499,2016,1399,98,0.354,0.074,,,0.052115579
1421,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.473588515
2529,TOYOTA,1,14,London,2,998,2016,955,95,0.59,0.008,,0.033,0.620807666
3827,VAUXHALL,2,14,South West,1,1598,2016,1350,103,0.17,0.032,0.001,,0.31634908
3071,VOLKSWAGEN,2,96,North West,5,1968,2016,1519,124,0.168,0.043,,,0.960116454
467,BMW,1,2,London,1,2171,2002,1600,237,0.832,0.005,,0.091,0.801049121
3728,VOLKSWAGEN,2,2,South West,5,1968,2016,1501,116,0.079,0.062,,,0.903052221
3579,VOLKSWAGEN,2,14,South West,1,1968,2016,1395,114,0.133,0.067,,,0.849928104
1958,BMW,2,6,London,1,1995,2016,1605,119,0.142,0.032,,,0.323838552
3200,TOYOTA,8,14,North West,4,1798,2016,1480,91,0.182,0.005,,0.036,0.58557958
349,BMW,1,2,London,2,1995,2002,1395,175,0.852,0.05,,0.102,0.439770145
125,FORD,1,14,South West,2,1388,2002,1097,158,0.562,0.026,,0.08,0.060795598
2545,BMW,2,4,London,2,1995,2016,1790,124,0.128,0.023,,,0.133972717
2205,VAUXHALL,1,14,South West,2,1398,2016,1163,118,0.463,0.01,,0.031,0.304698623
2167,FORD,1,14,South West,4,998,2016,1364,125,0.428,0.037,0.001,0.053,0.856661902
1430,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.641013189
3279,VAUXHALL,2,14,North West,5,1598,2016,1449,106,0.081,0.042,0.003,,0.497220553
2600,TOYOTA,8,14,London,1,1497,2016,1196,82,0.196,0.006,,0.043,0.445225224
3587,BMW,2,6,South West,5,1995,2016,1810,123,0.144,0.031,,,0.890242168
2811,BMW,1,14,North West,1,1499,2016,1380,123,0.164,0.016,,0.041,0.844343637
181,VAUXHALL,1,96,North West,1,1796,2002,1980,207,0.627,0.008,,0.035,0.574455897
312,FORD,1,14,London,2,1596,2002,0,165,0.518,,,,0.630231551
442,FORD,1,14,North West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.160539233
212,FORD,2,6,North West,1,1998,2002,1547,159,0.076,0.43,0.044,,0.77644861
2422,VAUXHALL,2,14,London,5,1598,2016,1462,134,0.058,0.054,,,0.183580969
2693,FORD,1,4,London,1,2261,2016,1793,225,0.472,0.029,0.002,0.045,0.785237477
761,VOLKSWAGEN,2,6,London,1,1896,2002,1533,151,0.137,0.42,0.03,,0.02954834
3674,BMW,8,2,South West,5,1998,2016,1735,49,0.082,0.006,,0.017,0.71415595
2358,VOLKSWAGEN,2,2,London,2,1598,2016,1459,103,0.186,0.059,,,0.503039795
2336,VAUXHALL,1,14,London,5,1364,2016,1409,149,0.699,0.008,,0.044,0.428136393
1835,VAUXHALL,1,14,London,1,1398,2016,1199,137,0.645,0.008,,0.044,0.189666638
3631,BMW,1,4,South West,2,1997,2016,1470,159,0.309,0.024,,0.027,0.854145475
2713,BMW,2,14,South West,5,1496,2016,1395,89,0.119,0.037,,,0.924491471
2096,VAUXHALL,2,14,South West,5,1598,2016,1335,88,0.268,0.047,,,0.565236781
340,VOLKSWAGEN,2,6,South West,1,1896,2002,1457,143,0.073,0.33,0.025,,0.00690733
1762,FORD,2,96,North West,5,1997,2016,1823,139,0.239,0.048,,,0.588168457
1300,BMW,1,14,South West,5,1499,2016,1380,123,0.164,0.016,,0.041,0.754484283
744,FORD,1,13,South West,2,1299,2002,965,163,0.66,0.037,,0.09,0.706512719
2871,VOLKSWAGEN,2,5,North West,5,1968,2016,1604,127,0.123,0.036,,,0.42415623
2289,BMW,2,6,South West,5,1995,2016,1575,115,0.269,0.044,,,0.338677634
994,VOLKSWAGEN,2,14,South West,2,1422,2002,1253,122,0.075,0.386,0.025,,0.425160715
80,VOLKSWAGEN,2,14,South West,1,1896,2002,1391,140,0.081,0.376,0.029,,0.437412486
356,TOYOTA,1,14,London,1,1598,2002,1330,190,0.45,0.02,,0.05,0.30013441
2465,VOLKSWAGEN,2,14,London,5,1598,2016,1321,99,0.167,0.069,,,0.459567215
986,VOLKSWAGEN,2,14,South West,2,1896,2002,1305,140,0.436,0.314,0.036,,0.418742169
2308,VOLKSWAGEN,1,14,London,1,1395,2016,1280,112,0.252,0.04,,0.055,0.216102139
3168,BMW,2,6,North West,1,2993,2016,2185,159,0.161,0.057,,,0.440674076
227,FORD,2,14,London,1,1753,2002,1288,145,0.347,0.489,0.044,0.042,0.229142068
633,FORD,2,14,North West,1,1753,2002,1288,145,0.347,0.489,0.044,0.042,0.746313288
600,VOLKSWAGEN,2,6,London,1,1896,2002,1848,176,0.463,0.387,0.035,,0.559604227
221,VAUXHALL,2,96,South West,1,1995,2002,2075,175,0.434,0.428,0.034,,0.012068985
3472,VOLKSWAGEN,2,2,South West,5,1968,2016,1549,119,0.081,0.058,,,0.97104536
1488,VAUXHALL,2,14,South West,5,1598,2016,1350,103,0.17,0.032,0.001,,0.390008213
3694,VAUXHALL,1,14,North West,2,1364,2016,1394,145,0.593,0.011,,0.03,0.756585678
2219,VOLKSWAGEN,1,14,South West,5,1395,2016,1238,108,0.16,0.026,,0.041,0.173906589
2007,FORD,1,96,London,1,999,2016,1449,117,0.473,0.035,0.003,0.056,0.015412803
508,VAUXHALL,1,13,North West,1,973,2002,1430,135,0.342,0.048,,0.06,0.882683509
1263,FORD,1,14,North West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.176677903
342,TOYOTA,1,6,North West,2,1998,2002,1460,211,0.61,0.04,,0.07,0.144559932
3734,BMW,1,2,South West,5,1998,2016,1525,129,0.151,0.025,,0.04,0.491179573
3100,VAUXHALL,1,14,London,1,1399,2016,1278,128,0.632,0.01,0.002,0.039,0.876380907
108,VOLKSWAGEN,2,2,North West,2,1896,2002,1515,149,0.137,0.42,0.03,,0.894014564
839,TOYOTA,1,14,North West,1,998,2002,1050,137,0.43,0.03,,0.12,0.020903013
2463,BMW,2,14,South West,5,1496,2016,1395,89,0.119,0.037,,,0.484086628
3401,BMW,1,4,South West,1,1499,2016,1570,139,0.145,0.012,,0.02,0.600888267
2232,BMW,2,2,South West,5,1995,2016,1495,102,0.157,0.034,,,0.338162289
1419,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.978873282
2537,VOLKSWAGEN,1,14,London,1,1395,2016,1271,116,0.154,0.029,,0.044,0.092112474
2512,TOYOTA,8,14,London,1,1798,2016,1470,70,0.131,0.016,,0.033,0.795266293
1297,TOYOTA,1,14,North West,1,1998,2002,1415,181,0.54,0.05,,0.07,0.809285084
1825,VAUXHALL,2,14,South West,5,1598,2016,1449,114,0.163,0.048,,,0.993957366
399,FORD,1,13,South West,2,1299,2002,965,154,0.395,0.103,,0.061,0.431832896
3365,VOLKSWAGEN,2,14,South West,5,1598,2016,1321,99,0.167,0.069,,,0.856560396
72,VAUXHALL,1,13,London,2,1389,2002,1545,190,0.287,0.057,,0.065,0.320448755
184,FORD,1,14,South West,1,1796,2002,1195,181,0.895,0.043,,0.091,0.946209516
695,TOYOTA,1,14,North West,1,1299,2002,1060,160,0.7,0.05,,0.12,0.875744549
1557,FORD,1,14,South West,2,1498,2016,1756,171,0.559,0.04,0.004,0.045,0.21380448
1795,VAUXHALL,2,14,South West,5,1956,2016,1664,147,0.078,0.062,,,0.120586701
1521,VAUXHALL,2,14,North West,5,1956,2016,1613,118,0.08,0.06,,,0.151313698
1859,VAUXHALL,1,14,South West,5,1399,2016,1278,128,0.632,0.01,0.002,0.039,0.322960941
1634,VAUXHALL,1,13,North West,2,1364,2016,1437,142,0.58,0.014,,0.034,0.996633898
3496,VAUXHALL,1,14,South West,2,999,2016,1034,104,0.407,0.006,,0.02,0.971149893
2271,FORD,2,6,South West,1,1997,2016,2030,152,0.314,0.042,0.001,,0.912031794
938,FORD,1,14,North West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.306934908
628,BMW,1,4,London,2,2171,2002,1355,222,1.02,0.037,,0.127,0.28269709
675,VOLKSWAGEN,1,14,London,1,1390,2002,0,161,0.172,,,,0.066955798
41,VOLKSWAGEN,1,14,South West,1,1595,2002,1315,194,0.48,0.044,,0.058,0.584896148
421,VOLKSWAGEN,1,14,South West,1,1781,2002,1360,190,0.667,0.03,,0.054,0.820265003
432,VOLKSWAGEN,1,14,London,1,1390,2002,1218,180,0.096,0.064,,0.092,0.65468826
591,BMW,1,2,London,1,1995,2002,1395,175,0.264,0.032,,0.032,0.662461953
2504,TOYOTA,8,96,London,5,1798,2016,1605,96,0.1,0.006,,0.013,0.709228985
3370,FORD,2,14,South West,5,1997,2016,1642,107,0.183,0.046,,,0.917691505
887,VOLKSWAGEN,1,14,London,1,1390,2002,1204,180,0.096,0.064,,0.092,0.528751868
2199,VAUXHALL,1,14,South West,1,1399,2016,1308,124,0.633,0.011,,0.04,0.692981234
3588,VAUXHALL,1,14,South West,2,1398,2016,1163,118,0.463,0.01,,0.031,0.445096178
2608,BMW,2,6,London,1,1995,2016,1805,142,0.19,0.04,,,0.73494694
2272,VOLKSWAGEN,1,14,North West,1,999,2016,1055,108,0.535,0.012,,0.039,0.704016662
1327,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.853993943
2381,VOLKSWAGEN,1,14,London,2,1395,2016,1247,120,0.158,0.034,,0.028,0.533056971
49,VOLKSWAGEN,2,2,South West,1,1896,2002,1398,143,0.073,0.33,0.025,,0.007070353
788,VOLKSWAGEN,1,14,North West,2,1198,2002,1127,142,0.474,0.015,,0.032,0.418314349
2757,FORD,2,6,North West,5,1499,2016,1425,98,0.354,0.074,,,0.189384289
